1.000000e-09 5.089189e+04
2.636651e-09 1.930249e+04
6.951928e-09 7.321607e+03
1.832981e-08 2.777630e+03
4.832930e-08 1.054240e+03
1.274275e-07 4.006112e+02
3.359818e-07 1.527094e+02
8.858668e-07 5.868613e+01
2.335721e-06 2.302149e+01
6.158482e-06 9.484451e+00
1.623777e-05 4.329359e+00
4.281332e-05 2.343709e+00
1.128838e-04 1.562472e+00
2.976351e-04 1.250164e+00
7.847600e-04 1.120994e+00
2.069138e-03 1.051447e+00
5.455595e-03 1.009335e+00
1.438450e-02 9.952671e-01
3.792690e-02 9.915779e-01
1.000000e-01 9.904855e-01
