1.000000e-09 2.022099e+05
2.636651e-09 7.669396e+04
6.951928e-09 2.908967e+04
1.832981e-08 1.103483e+04
4.832930e-08 4.187195e+03
1.274275e-07 1.590097e+03
3.359818e-07 6.050971e+02
8.858668e-07 2.315141e+02
2.335721e-06 8.981796e+01
6.158482e-06 3.605832e+01
1.623777e-05 1.562869e+01
4.281332e-05 7.812239e+00
1.128838e-04 4.770459e+00
2.976351e-04 3.563654e+00
7.847600e-04 3.076616e+00
2.069138e-03 2.848062e+00
5.455595e-03 2.701446e+00
1.438450e-02 2.639902e+00
3.792690e-02 2.623432e+00
1.000000e-01 2.618824e+00
