1.000000e-09 1.079555e+05
2.636651e-09 4.094514e+04
6.951928e-09 1.553018e+04
1.832981e-08 5.891078e+03
4.832930e-08 2.235263e+03
1.274275e-07 8.487260e+02
3.359818e-07 3.228548e+02
8.858668e-07 1.234067e+02
2.335721e-06 4.775861e+01
6.158482e-06 1.905876e+01
1.623777e-05 8.154255e+00
4.281332e-05 3.984002e+00
1.128838e-04 2.360531e+00
2.976351e-04 1.713974e+00
7.847600e-04 1.453458e+00
2.069138e-03 1.339550e+00
5.455595e-03 1.269491e+00
1.438450e-02 1.234245e+00
3.792690e-02 1.224205e+00
1.000000e-01 1.221494e+00
